ID	st_vseh	delez_izbranih_tock	relativna_napaka_ploscine	relativna_napaka_obseg
0	50	8.0	20.297574953327143	50.33233692638592
1	50	8.0	16.943010519131903	52.365279086601625
2	50	8.0	18.910868029331724	52.366438760654106
3	50	8.0	35.704400228754764	70.56328645401307
4	50	8.0	42.61314062710011	74.94436925471072
5	50	8.0	18.165952516639578	52.10501773822075
6	50	8.0	31.328980224665173	63.80214816687621
7	50	8.0	48.383321404528054	83.67095711234529
8	50	8.0	48.35047469655157	75.04651550881586
9	50	8.0	15.681502547241848	50.03388318501267
10	50	32.0	80.43521625299995	91.32432293557466
11	50	30.0	89.71993901499613	95.71544827855394
12	50	32.0	81.68728655292581	91.61309283132884
13	50	30.0	82.33470665510333	92.43642516559879
14	50	28.000000000000004	60.66616128897266	81.76464644349386
15	50	32.0	83.73219028944254	90.16490004754323
16	50	32.0	82.62868665691863	91.72956776713063
17	50	30.0	71.43805386751177	89.72109911450781
18	50	32.0	76.77403686413925	91.12407335705488
19	50	32.0	82.7393124250053	93.59718404009665
20	50	8.0	22.69670886469129	45.13309170707286
21	50	8.0	29.391589616857743	81.47959846149932
22	50	8.0	38.53936535733736	72.96903109222885
23	50	8.0	34.71046218094696	67.26026816526186
24	50	8.0	29.94231002681545	57.41608698726577
25	50	8.0	33.144598387005715	59.09903399506495
26	50	8.0	14.73691090632596	47.22252353360942
27	50	8.0	59.85682110095229	87.15664992464703
28	50	8.0	45.29342171259767	74.85441870790126
29	50	8.0	10.379551820615603	34.67430656294978
30	50	32.0	84.95115721131978	95.62106721677048
31	50	30.0	78.78657474850199	90.11817845745114
32	50	32.0	88.68011168994744	96.84096946709947
33	50	32.0	88.95788451866233	97.34819503932206
34	50	28.000000000000004	78.20159209591488	90.44477465816956
35	50	32.0	74.55667927598778	87.11934303082408
36	50	30.0	80.44111480452993	95.45403896728416
37	50	32.0	69.80863590874134	87.72603843570492
38	50	30.0	72.32616023111905	88.41441397657218
39	50	32.0	81.89311058035707	93.74863918627162
40	50	8.0	43.93594419627105	73.30702639737514
41	50	8.0	44.29862079000754	78.83156424950563
42	50	8.0	19.89258851095154	54.71590107297795
43	50	8.0	37.35777126069026	66.90016457047795
44	50	8.0	16.415519104881852	55.00629126503955
45	50	8.0	40.50500830049355	83.75987512684537
46	50	8.0	36.89723519439278	69.60428282783607
47	50	8.0	68.793696753802	92.40904671062538
48	50	8.0	36.57622355386816	63.84887096871526
49	50	8.0	51.897562594777916	70.40920827406805
