ID	st_vseh	delez_izbranih_tock	relativna_napaka_ploscine_1	relativna_napaka_obseg_1	relativna_napaka_ploscine_krog	relativna_napaka_obseg_krog
62	50	100.0	100.0	100.0	99.18642578035694	31.47284498406246
63	50	100.0	100.0	100.0	49.63118799222902	16.05725193067569
64	50	100.0	100.0	100.0	60.087447192322486	19.233370202620055
65	50	100.0	100.0	100.0	105.24396302844445	34.253224274648105
66	50	100.0	100.0	100.0	53.68708257517149	14.769673388907995
67	50	100.0	100.0	100.0	45.06376812338132	15.015402657398964
68	50	100.0	100.0	100.0	75.89348328239419	23.58581639024084
69	50	100.0	100.0	100.0	84.92494694621891	24.13670649370133
70	50	100.0	100.0	100.0	42.2816948959031	13.407195781216593
71	50	100.0	100.0	100.0	71.1836945990047	22.572571743595336
72	50	100.0	100.0	100.0	50.53946878931895	15.106393160925752
73	50	100.0	100.0	100.0	63.433598241686504	18.0207847342432
74	50	100.0	100.0	100.0	38.470478533491956	9.915314460013818
75	50	100.0	100.0	100.0	78.35245963400305	24.961828580649062
76	50	98.0	100.0	100.0	65.00388355499265	21.06035656463595
77	50	98.0	100.0	100.0	48.8302741419798	13.843465873672692
78	50	100.0	100.0	100.0	56.785506509253146	17.633385136350437
79	50	100.0	100.0	100.0	57.41845646888453	18.527191164893893
80	50	100.0	100.0	100.0	70.5783777097787	24.841568456808062
81	50	100.0	100.0	100.0	48.70457976138462	15.44317810143141
82	50	98.0	100.0	100.0	56.379443348973815	15.794295862028848
83	50	100.0	100.0	100.0	68.22375009823315	22.486249146737403
84	50	98.0	100.0	100.0	68.97947653125442	23.344333695001335
85	50	100.0	100.0	100.0	85.6629079402242	24.854962914476737
86	50	100.0	100.0	100.0	47.60535369741543	13.159995263197406
87	50	100.0	100.0	100.0	65.95563367337739	16.56429081321987
88	50	100.0	100.0	100.0	47.53313736449066	16.645873371756227
89	50	100.0	100.0	100.0	92.99191802779937	29.61870944235907
90	50	100.0	100.0	100.0	80.71118498147362	24.86607586440752
91	50	100.0	100.0	100.0	66.61646903860921	22.495927420066078
92	50	100.0	100.0	100.0	54.39300724042737	15.65028404801892
93	50	100.0	100.0	100.0	69.15781135315619	19.11512404597245
94	50	100.0	100.0	100.0	77.95974818638126	22.60756513080104
95	50	98.0	99.99899515357289	99.99983379164037	70.90280876532566	18.960979120834015
96	50	100.0	100.0	100.0	88.61304107097438	27.174694700488295
97	50	98.0	100.0	100.0	56.89186356898118	15.280330877779349
98	50	100.0	100.0	100.0	57.134467559641045	16.105626503616648
99	50	100.0	100.0	100.0	46.65907878323883	12.893166357736563
100	100	4.0	40.01823966371687	70.77029884904638	51.09708074831724	11.960530199644733
101	100	4.0	38.003720921205385	78.34744000939268	68.40730930122389	20.108200011667442
102	100	4.0	17.726104839263414	50.5227365224349	101.70059061332746	31.277843484411815
103	100	4.0	13.089274995749676	44.69529075582548	80.05854598776146	25.265572065745562
104	100	4.0	20.60390777450644	59.435516638565694	71.63382571060016	22.539196115420697
105	100	4.0	25.969511424301004	60.64852845629971	70.41754869263752	20.436101249509786
106	100	4.0	21.771846378178424	51.27782440148502	70.91316538267958	22.356357923245774
107	100	4.0	57.526171806930854	80.96616449223981	62.017359258426474	17.51876927395194
108	100	4.0	31.05556690349934	59.44439585671992	72.75954993921317	18.995885325877918
109	100	4.0	20.76566944933262	53.4021976033604	67.36795779943844	20.7245895474764
110	100	79.0	99.36804224150976	99.90972001924713	59.49020934132099	17.027020522896713
111	100	71.0	98.30833186797902	98.74854901183403	64.81728840687725	19.094912979807095
112	100	67.0	96.36439534488115	98.76854822232247	55.72311307192115	16.939086639137948
113	100	70.0	99.18016165859302	99.61901116239318	43.15718338427544	14.320699030351584
114	100	70.0	99.38905942636636	99.93526702952276	71.60339676537868	20.72510823555729
115	100	68.0	99.99693662441787	99.99987966188476	71.20625687419545	20.07962465355398
116	100	71.0	99.13064080489691	99.62512465849812	55.93114508394025	18.13175495565104
117	100	69.0	97.36111408030251	97.62256496338709	65.50270011948656	21.266709289614486
118	100	71.0	97.12261338646289	99.19513590551766	61.83250358133341	19.053701000644313
119	100	74.0	100.0	100.0	82.1998414692184	25.33207878855851
120	100	93.0	100.0	100.0	58.75757978965832	15.1507680603822
121	100	91.0	99.87324245568755	99.9362289274624	59.90153110964115	16.126246247906654
122	100	89.0	99.65504695062778	99.9951377588197	61.976804414218265	20.116771915470455
123	100	90.0	100.0	100.0	59.73783828043893	16.514062563305895
124	100	94.0	100.0	100.0	63.18070711426797	17.775084985809585
125	100	92.0	99.92642865116048	99.99867097816708	59.35517013453465	14.350502795744713
126	100	87.0	99.45718189547081	99.92282126182793	52.7485727663583	15.530318234184728
127	100	95.0	99.74386428393628	99.52646428117413	52.698883042416966	14.034802915094755
128	100	91.0	100.0	100.0	63.52548764926463	18.547658419262625
129	100	92.0	99.37101436636924	99.68273524071088	40.21077498207553	11.134422996683169
130	100	98.0	100.0	100.0	65.01842830779199	20.097451803698853
131	100	95.0	100.0	100.0	41.57262973304733	14.011334689611054
132	100	95.0	100.0	100.0	59.91662093589126	16.850030654909006
133	100	94.0	100.0	100.0	54.451807093523755	17.63687059292934
134	100	93.0	99.17574223891124	99.60101659101089	55.07390395553256	17.458639952489065
135	100	96.0	99.34445107327016	99.6874926958055	74.46381884919295	23.724245899098158
136	100	97.0	100.0	100.0	64.35219409156929	18.306540522567953
137	100	95.0	99.7814915904766	99.97102026557896	58.48390994191772	16.234639642120964
138	100	94.0	99.48301754055714	99.81546214671481	40.759225090031855	13.361394427610898
139	100	95.0	100.0	100.0	51.92980069024375	14.801852904239654
140	100	99.0	100.0	100.0	53.707663401613246	15.77672975677252
141	100	99.0	100.0	100.0	49.1604881356778	16.421556438849667
142	100	99.0	99.13230295631777	99.69792654385498	60.492021783241334	18.805268087656053
143	100	99.0	100.0	100.0	40.980879081133864	12.075142226824312
144	100	97.0	100.0	100.0	60.87706723303163	15.138288154589691
145	100	98.0	100.0	100.0	63.659058639141705	16.296945520843668
146	100	99.0	100.0	100.0	38.20368347353861	11.820198775559234
147	100	93.0	99.43231963805084	99.66600148544183	46.29342826755965	12.224006516369958
148	100	96.0	99.9988024607137	99.99997474064047	63.7811701023115	19.040965021525295
149	100	96.0	100.0	100.0	40.797583508486696	11.836686621103922
150	100	98.0	99.9999710850777	99.99999991447278	70.56188766442513	21.84676669039362
151	100	99.0	100.0	100.0	56.253252948208385	16.84759493806452
152	100	100.0	100.0	100.0	52.07057777945744	14.517905750670163
153	100	98.0	99.77671656391193	99.95604536671789	70.92089313418994	18.97121673028997
154	100	96.0	100.0	100.0	85.68159752987702	26.626975615404646
155	100	96.0	100.0	100.0	60.204100077083076	18.53248977852429
156	100	98.0	100.0	100.0	73.79820602859265	23.29588104578651
157	100	99.0	100.0	100.0	49.95319173766838	14.494035369835274
158	100	98.0	99.99200570053314	99.99997642440934	52.904880530520536	16.398030574430543
159	100	98.0	100.0	100.0	57.61347224385914	17.417527456803032
160	100	100.0	100.0	100.0	62.59874700223723	15.766456640465204
161	100	99.0	100.0	100.0	86.61628000304275	25.23068604987776
162	100	98.0	100.0	100.0	59.20020733873951	14.605947794313847
163	100	100.0	100.0	100.0	56.86310238114819	13.192924857197694
164	100	98.0	100.0	100.0	53.19910138116626	15.609563827678178
165	100	98.0	100.0	100.0	77.78206005286609	24.382928960259388
166	100	100.0	100.0	100.0	51.564890294064966	13.368315566633052
167	100	99.0	100.0	100.0	42.16796546780231	13.77022237902264
168	100	99.0	100.0	100.0	39.981241913271695	11.05413116803422
169	100	99.0	100.0	100.0	58.10889049998217	18.064597446428387
170	100	100.0	100.0	100.0	57.00009144111604	14.330967830642932
171	100	98.0	100.0	100.0	47.87315454484006	13.607264375327627
172	100	99.0	100.0	100.0	65.96040836682529	20.260043031688603
173	100	98.0	100.0	100.0	65.11311918651703	19.244730212544706
174	100	100.0	100.0	100.0	63.70590244620145	18.969830896187418
175	100	100.0	100.0	100.0	80.33447701422834	21.831257037515464
176	100	99.0	100.0	100.0	59.91428581152375	18.08451258906086
177	100	98.0	100.0	100.0	43.70339392505676	12.709509225678836
178	100	99.0	100.0	100.0	62.73165691804393	18.528874480855553
179	100	100.0	100.0	100.0	70.89356971648628	20.97903153548765
180	100	98.0	100.0	100.0	62.31451691662024	19.419885539941763
181	100	99.0	100.0	100.0	102.8112952009464	27.93639759076754
182	100	99.0	100.0	100.0	58.22069954580049	15.347133122377521
183	100	98.0	100.0	100.0	59.260227793450895	19.643427022674548
184	100	99.0	100.0	100.0	46.47682932025231	12.017544679780112
185	100	100.0	100.0	100.0	51.24014874489254	12.477675465133368
186	100	100.0	100.0	100.0	70.07693091100276	21.576795068067746
187	100	99.0	99.93201497449199	99.98960899103088	71.1946066687122	19.85101949002442
188	100	99.0	100.0	100.0	37.10524577874364	10.751431297388706
189	100	96.0	99.99021809618854	99.99512559752148	85.60562993808874	27.07233711476342
190	100	98.0	100.0	100.0	85.10413572715207	26.65395152317574
191	100	100.0	100.0	100.0	58.50315678259368	14.880199356705367
192	100	100.0	100.0	100.0	65.46784043253288	18.576284226209605
193	100	99.0	100.0	100.0	68.3487473246185	17.88094608045576
194	100	99.0	100.0	100.0	73.11952615785987	22.389136010808734
195	100	100.0	100.0	100.0	39.39497385126367	12.74352084542488
196	100	99.0	100.0	100.0	47.23486535640474	14.33737667042456
197	100	100.0	100.0	100.0	70.08733363864418	23.187542847833186
198	100	100.0	100.0	100.0	74.9968126221891	24.48332830266971
199	100	98.0	100.0	100.0	49.492194904518556	14.31972053512073
200	150	2.666666666666667	25.233553144878925	59.16682605487244	73.217372345946	21.042303975439474
201	150	2.666666666666667	29.88871294645493	61.00173324869212	51.44701286636978	12.470625641816651
202	150	2.666666666666667	34.999566261215875	66.96928730424592	72.81891795590585	21.015763222377487
203	150	2.666666666666667	24.904968944819046	62.93136452891787	57.247193783687656	17.055801451853903
204	150	2.666666666666667	13.765316690514638	50.35760578463807	58.51902918631945	15.975866228624211
205	150	2.666666666666667	26.889764515511033	67.54640556165711	63.60092949634459	18.42379307990787
206	150	2.666666666666667	25.74238506326718	56.13557259261566	73.59913515289017	22.416695154993587
207	150	2.666666666666667	16.82187659065727	48.249621904812656	69.84298135866085	20.587802415863102
208	150	2.666666666666667	17.12984776236513	53.85652708458616	71.68459828838353	22.95362445442683
