ID	st_vseh	delez_izbranih_tock	relativna_napaka_ploscine_1	relativna_napaka_obseg_1	relativna_napaka_ploscine_krog	relativna_napaka_obseg_krog	m	k
681	250	95.19999999999999	100.0	100.0	31.49635245317529	5.415288783377992	40	31
682	250	96.39999999999999	100.0	100.0	55.35155607354062	15.602789161803182	40	33
683	250	91.2	100.0	100.0	5.418548783480567	4.987573451473529	40	33
684	250	90.8	100.0	100.0	27.3548756742025	4.6873409719187755	40	35
685	250	92.0	99.66357758806451	99.86767335036143	40.09777125889532	9.865131063143926	40	35
686	250	92.80000000000001	99.85238948499753	99.9988075782921	45.13386379690355	10.046342868105455	40	37
687	250	92.4	99.56579746784905	99.96877848157335	33.553059334910266	5.8167106767495405	40	37
688	250	91.60000000000001	99.92158053359279	99.9535176014771	20.592344850244753	1.7228979852110007	40	39
689	250	92.0	99.97928643519522	99.99992968809292	45.13740549105092	12.31289071372804	40	39
690	250	90.4	100.0	100.0	51.68825567197861	14.770766320251383	40	41
691	250	94.39999999999999	100.0	100.0	45.22880344706141	11.559851262690389	40	41
692	250	92.80000000000001	99.97815700563564	99.9989821449384	36.99149287711773	9.827255537999264	40	43
693	250	92.4	99.33462210198807	99.33693435550822	40.03437403046839	9.842681522196498	40	43
694	250	93.60000000000001	99.61558750180018	99.74180144861316	17.492652851197434	0.22681340425627394	40	45
695	250	93.2	100.0	100.0	39.48715240863748	8.700256556913667	40	45
696	250	93.2	100.0	100.0	75.9514457412743	21.914018486450473	40	47
697	250	94.0	100.0	100.0	28.46333382071851	6.348850128048392	40	47
698	250	92.80000000000001	99.607929866742	99.67833228767557	42.160760990096804	9.735527232635487	40	49
699	250	93.60000000000001	100.0	100.0	44.0000534002012	8.879099309315292	40	49
700	250	93.2	100.0	100.0	100.0	100.0	50	1
701	250	93.60000000000001	99.74245359799657	99.98852328659886	100.0	100.0	50	1
702	250	94.39999999999999	100.0	100.0	8.236534228180634	12.459412477752133	50	3
703	250	96.39999999999999	99.93864615351035	99.9839410682191	61.284817260020084	43.06747975283976	50	3
704	250	95.19999999999999	99.59634806816426	99.88782484757495	19.47927059652447	17.134601069424978	50	5
705	250	94.39999999999999	100.0	100.0	13.2743620197939	15.792548669883901	50	5
706	250	92.80000000000001	100.0	100.0	38.16734969278027	10.05674306877333	50	7
707	250	93.60000000000001	99.9983462173065	99.99998064588917	93.6230315910776	27.670221762391513	50	7
708	250	96.0	99.70732673263063	99.97223771340285	30.660027823820236	6.029074843137109	50	9
709	250	96.8	100.0	100.0	21.129842027622388	1.7292198388215003	50	9
710	250	93.2	100.0	100.0	7.457745834946	5.714534812183422	50	11
711	250	97.2	99.81601780047129	99.98980606057343	1.7772809142622483	7.758192653392645	50	11
712	250	96.8	100.0	100.0	18.37866822990394	15.459835374895484	50	13
713	250	94.8	100.0	100.0	48.444553051657294	10.664667285780656	50	13
714	250	96.39999999999999	99.89041235145478	99.99817980499098	91.35670706720418	26.963028124898802	50	15
715	250	96.8	99.83681361908516	99.99421213006374	46.19023667829324	11.202746019523854	50	15
716	250	95.19999999999999	99.9171480170921	99.98147577749181	14.827132315110209	0.9897794965672837	50	17
717	250	96.0	100.0	100.0	12.752417876470664	3.033814120458176	50	17
718	250	92.80000000000001	99.84543977729344	99.76252955707488	4.097414922512613	6.023367861604487	50	19
719	250	94.39999999999999	99.94683905962663	99.8880694490415	33.279639665593905	6.292004168085455	50	19
720	250	96.39999999999999	100.0	100.0	83.37370062238455	23.269252359206202	50	21
721	250	95.6	100.0	100.0	6.4725906838356595	5.39354849662421	50	21
722	250	96.8	100.0	100.0	81.78092039950546	22.468080396926403	50	23
723	250	96.0	100.0	100.0	2.530991549582196	7.955372249430816	50	23
724	250	96.0	99.94307765871775	99.80347578913913	31.87378220076662	5.502498889188121	50	25
725	250	96.39999999999999	100.0	100.0	15.22640301360047	0.9649863330269981	50	25
726	250	95.19999999999999	99.92612419557949	99.80457490412527	28.168583093327126	4.697510922045485	50	27
727	250	95.6	99.74537121025764	99.65116469897869	26.904112417012172	3.6909085897391227	50	27
728	250	96.39999999999999	99.88300344477997	99.99945462612102	52.98924380824239	13.587119941453699	50	29
729	250	95.6	100.0	100.0	42.96827183467305	10.802395271623721	50	29
730	250	93.2	100.0	100.0	54.165500533136814	15.021723772469736	50	31
