ID,st_vseh,delez_izbranih_tock,relativna_napaka_ploscine_1,relativna_napaka_obseg_1,relativna_napaka_ploscine_krog,relativna_napaka_obseg_krog
0,50,8.0,28.710144883647644,67.60746537223577,68.87776123877217,20.806400602793413
1,50,8.0,27.62361200550835,69.19960692271951,59.617814764730156,20.074674945135165
2,50,8.0,36.889764802173616,63.827687949459474,92.40260849397933,27.587855753529368
3,50,8.0,56.40444630800122,81.40282115349675,64.40588133900624,18.411214445494245
4,50,8.0,27.298823544462778,55.628147002446845,52.921818138614974,14.00150576682378
5,50,8.0,17.776726346987417,49.57319251432468,75.12612398396989,21.220949453426723
6,50,8.0,42.40530082699937,69.65076506224318,79.0414833332265,23.931975416278558
7,50,8.0,20.573638248443586,52.11208531988118,40.99043122157598,12.854779859373552
8,50,8.0,44.86288330295436,72.88948533126249,74.0673028813235,22.97596724294532
9,50,8.0,28.173734061335992,61.728525797716074,66.66668430652672,23.547375480978662
