ID	st_vseh	relativna_napaka_ploscine_krog	relativna_napaka_obseg_krog	k
0	4	69.45432353797162	0.5693966080641021	3
1	4	259.62564941191823	54.38036006937549	3
2	9	137.1409888394099	17.900128824186915	3
3	9	63.97113567718862	13.308550930915594	3
4	14	59.346633061751284	41.93482688759089	3
5	14	6.805147983930055	8.469035963932104	3
6	19	17.561348471412696	0.1308251683166403	3
7	19	1.2118683491279785	9.801593389438679	3
