ID	st_vseh	relativna_napaka_ploscine_krog	relativna_napaka_obseg_krog
0	3	300.43673461902495	47.93319243341615
1	3	340.4656826883356	47.675659090799954
2	3	6856.425635022319	67.80880614404332
3	3	908.5286484753258	81.60502736205142
4	3	539.5318040303034	66.19336692857007
5	3	356.1460360709564	51.756725927837635
6	3	474.41975404151873	64.47663609837548
7	3	1050.9717872198894	85.04350741053545
8	3	157.8114166807923	24.751339590841976
9	3	1619.1870004389561	86.10995177805897
10	3	261.42148600512166	42.89197949662741
11	3	426.8845620869958	50.7429653156264
12	3	1776.6202942688135	94.34035730029181
13	3	1703.391613975064	93.79220984575947
14	3	704.3651383805119	74.07260432620444
15	3	446.6519595259655	59.054583372723954
16	3	8703.49571225732	72.74377817006985
17	3	601.733140664046	51.88564067806861
18	3	293.5235610701376	43.56568918345101
19	3	360.96867528242694	44.711478891195604
20	3	477.3716757856085	59.41866047686817
21	3	633.9237663770218	57.098664282729686
22	3	698.63292398173	60.72690743611624
23	3	264.05708992636823	41.65382421461923
24	3	211.7095041040972	35.04198045687191
25	3	2013.7211611518642	67.73633887464592
26	3	431.22176954974617	60.10031834312063
27	3	182.5008166588991	29.255478409292664
28	3	469.36665375984586	55.25899530886888
29	3	503.0945020918936	62.48728351614352
30	3	282.58463489132834	44.135141404315746
31	3	189.4244564471916	30.913185437208707
32	3	9841.504206605223	77.33374320061652
33	3	1521.495807351311	87.1198521030113
34	3	252.83220834644936	39.91011835942751
35	3	184.43481085589525	30.161499890887615
36	3	5841.983546313485	71.66057814926113
37	3	333.29197373962387	43.45718440527263
38	3	3146.854990006033	80.38283778506083
39	3	210.27679191574057	34.32100110478159
40	3	651.4264696798391	65.76001544972392
41	3	158.60513577732124	24.918264764458662
42	3	5691.80599908789	97.29124996844483
43	3	91929.91382528291	88.465118957393
44	3	255.99593507161683	42.82321737560337
45	3	325.3849885300309	50.217216981796334
46	3	705.7815785709874	71.15664835713835
47	3	403.51118154609463	58.57008001966362
48	3	286.25129303000114	44.19849881097016
49	3	527.4990710487656	61.678272668514126
50	3	661.3568004483387	74.51262317837178
51	3	691.035670109201	75.67661327428799
52	3	427.0471707437759	53.000285165247796
53	3	31676.97202557152	92.19541207878426
54	3	872.5756359068113	66.4947130393506
55	3	464.87790820378063	55.89859210373199
56	3	357.2589781635322	53.72062171918618
57	3	2950.92858042375	93.21930834500087
58	3	4269.700921122124	93.5793505272151
59	3	545.9742058402601	68.9388240927795
60	3	1066.827397946031	61.61862362128515
61	3	572.3225364777597	70.17922500997737
62	3	289.85063408717383	47.386316266262824
63	3	743.4397651049505	56.70715660866291
64	3	306.20513685440574	45.10305902480115
65	3	535.7528082321675	51.804280167171555
66	3	725.5880209395365	57.630459122138845
67	3	840.718098794986	74.098031817828
68	3	2235.529241195387	96.25945569238498
69	3	365.93470461863296	55.03969450003374
70	3	5241.863378817638	78.11060542120049
71	3	16178.979164556304	106.28195246601142
72	3	1065.4330718205274	57.20199203905019
73	3	705.2712747206909	64.07799746794952
74	3	1658.6702465253406	89.3831628107265
75	3	234.92866322879246	39.59481854665234
76	3	239.55193338813638	39.52213220971829
77	3	7772.313308534002	84.9011642990231
78	3	237.91158469730175	38.949519251804944
79	3	399.6986326672018	58.813929436506506
80	3	660.5230668316042	73.53067376047765
81	3	730.0013892781128	75.34273121970621
82	3	1215.4658269627525	85.0859317727076
83	3	438.9909704856246	50.002856214167714
84	3	613.7378886693552	67.5457332214974
85	3	3823.27240424876	102.08186884021147
86	3	967.3959058271531	83.35252804461439
87	3	562.6282091517106	55.37007322557933
88	3	3031.668377172314	86.91686978964508
89	3	2290.960741479893	72.33805866369481
90	3	1033.2728639594231	67.653912280043
91	3	287.92430618923134	46.55744241631091
92	3	296.5950414376429	48.29223018059793
93	3	5984.467361995247	76.03739912933256
94	3	1865.1488182304015	83.70390056248529
95	3	499.2821033362045	55.76127299109186
96	3	523.8145665436474	55.676363889404215
97	3	3129.215188286889	95.57590034901531
98	3	393.2644464513372	49.921286267311686
99	3	880.8433320650115	73.19717382958069
100	3	1518.8541647713175	65.19459835029676
101	3	368.29640925751204	45.65948432669763
102	3	5475.439792834945	102.8470443819875
103	3	2305.0190835398002	80.84242493308348
104	3	259.1707174891651	41.63317360660462
105	3	3545.657858101797	101.05793916592836
106	3	27176.30601041875	63.431847139139265
107	3	409.6757786211097	59.780261241802194
108	3	1590.9700021135807	60.536021667485606
109	3	286.79024811641466	47.03871777489467
110	3	5257.874521490881	103.95409149240325
111	3	8149.695979665312	73.79395647698446
112	3	843.6473337477626	74.9430231115631
113	3	1133.5212994452265	84.01661722689802
114	3	204.31108692007592	33.40634045972696
115	3	156.28786123018128	24.35683114295095
116	3	1616.0942860351274	81.07748979832127
117	3	1690.3237564338785	61.86502280975306
118	3	1874.2095167214998	76.29318310207162
119	3	585.0373377832184	64.64413507410141
120	3	905.6257329853863	65.78588917746958
121	3	353.65090732899364	49.9941429052098
122	3	980.0409315668165	54.75388431527396
123	3	258.2723247809231	38.17673887813759
124	3	2633.9286582254285	86.27483172485559
125	3	552.9499904194712	69.27867237836183
126	3	389.0161862771955	51.06837979067179
127	3	559.1513694284807	69.07912676110399
128	3	183.70054980523992	30.331604786895838
129	3	460.95436175955814	55.52507198140204
130	3	204.50418828072893	34.37041918969498
131	3	238.16447191195357	40.041909311865346
132	3	174.23126464401508	28.242112528739998
133	3	2156.405850580351	69.43525018296505
134	3	2358.7682881088035	77.3596002462678
135	3	1748.4725584270905	94.0650926635928
136	3	1208.5182659297423	87.00864238804436
137	3	219.89510733085186	36.69444241893582
138	3	3022.575674057584	64.44178566898475
139	3	363.30168621838845	50.43561182385614
140	3	2968.5649352887285	74.05780460793524
141	3	674.4681041536601	59.12582532090415
142	3	992.5306712941707	79.25618042417996
143	3	311.708691401004	47.579144634637274
144	3	186.35144700741608	30.855903863699595
145	3	1842.7948819082865	63.911893188518796
146	3	337.0681622118968	52.625349594745295
147	3	349.17344590823706	53.80880358647874
148	3	806.8580965942623	60.10405705815698
149	3	292.42374078097856	45.83706930335605
150	3	322.7396690977054	49.54979479351416
151	3	1376.8202703367444	73.42492669920604
152	3	464.06147731553995	61.25650885054294
153	3	413.30809136220665	59.75405383366294
154	3	2392.611013927664	96.73634019337169
155	3	390.13984046270355	58.09340486370159
156	3	452.40029503460784	56.166217998525624
157	3	271.34939630043647	44.93731756296503
158	3	2530.1768120827746	81.87891165253473
159	3	208.19198969684948	34.93818367608598
160	3	1042.6195551344613	85.06315911618114
161	3	463.35892507449364	56.645481497951344
162	3	1144.9566943912132	86.14099385576716
163	3	204.7402574910303	34.22899164757835
164	3	299.1436743161264	48.38111073275565
165	3	868.798546479015	80.20945785914942
166	3	219.50803788172774	35.21965361270381
167	3	195.86499601042195	31.962582701038006
168	3	251.71782002160703	41.64104574091647
169	3	691.4409156289736	69.83298421113506
170	3	2392.1475548145054	88.45456659298799
171	3	2474.0175114476133	92.5763319957294
172	3	402.63186902209014	47.96163423055047
173	3	435.34663096099706	51.390458800053395
174	3	228.9048994003179	35.688458861075645
175	3	453.20404626680215	55.410410443585924
176	3	1735.2615034164724	87.71727487641517
177	3	1045.1667289195545	83.89347911114086
178	3	3763.279510536485	80.88059711649619
179	3	240.71499368466584	38.67838237020108
180	3	412.85159918820204	55.083670154406015
181	3	374.5365387246417	56.5646463878252
182	3	1019.4157127312714	84.70384717834001
183	3	649.8841054531969	69.31271500610512
184	3	2121.5641629813185	91.37758194584143
185	3	797.8740339673266	69.22615727453999
186	3	1245.5525263285635	86.64155699883017
187	3	537.1859850242257	67.60513989836173
188	3	251.7447582302212	42.180344891275865
189	3	357.53494035926497	49.24642396774803
190	3	1837.7350495367143	77.81762447823769
191	3	215.34436763913604	36.228309729726774
192	3	597.5149779507803	58.27970613626575
193	3	4824.776417701934	101.35826170421254
194	3	623.9905797042912	72.16123257026965
195	3	1005.090887081761	73.00970824401082
196	3	250.89745845716945	41.99970236899811
197	3	309.98798825241494	49.88956294106629
198	3	475.0852926482952	60.007555053273286
199	3	206.52249869874538	32.64154702452806
200	3	444.44849977658026	62.44045066737859
201	3	304.7222330893841	49.12336951594525
202	3	635.943704386302	68.61965266359891
203	3	953.2086235317928	71.04667446752909
204	3	2060.2827191441884	92.99691673648722
205	3	886.2269006651584	68.04655455652379
206	3	514.638882774853	61.92468485104007
207	3	659.339382700996	65.87435583586874
208	3	163.44691682491123	25.929984422843578
209	3	383.24909373889466	57.44990725609529
210	3	892.9700205966062	81.99146061963425
211	3	1211.5070837921764	79.4057975407961
212	3	607.0240149181321	71.97544758172432
213	3	638.8724688994971	73.5653322896254
214	3	1179.2678813458049	70.78637616536659
215	3	31299.170369059924	65.28936401774729
216	3	626.225402769369	70.92241606156661
217	3	4297.546313890474	99.89729051798383
218	3	5502.709073542812	81.24469640483662
219	3	563.4833626034105	58.08364184212721
220	3	3292.8058708661515	99.37456753475935
221	3	663.6749158869031	65.62950080102628
222	3	510.92024476086175	66.24554236519408
223	3	677.2154334089868	61.272675438943516
224	3	563.6897548049196	61.16946696513165
225	3	670.6083748146261	58.75759958436624
226	3	778.1894130645967	75.96214353097496
227	3	4617.643457639211	93.33947235178624
228	3	612.7361989160939	67.4138756967379
229	3	600.5106393577549	71.80568619456038
230	3	275.3095837135901	45.06052571883742
231	3	224.14846688073098	37.433428494167785
232	3	1419.659898497436	90.09456154899198
233	3	1645.915358652414	72.38984274258104
234	3	199.73967889495592	31.57333699617746
235	3	529.6257876699141	65.83899133147997
236	3	612.2408646670101	53.611508158328455
237	3	284.6843000405509	46.40561724631309
238	3	245.9493126280817	38.19821404474698
239	3	6339.041879165062	80.58511070415979
240	3	345.65656897855604	51.83103297070606
241	3	425.9245789440023	56.524294280292544
242	3	905.0632949653636	59.81419849296883
243	3	1097.3183507183435	86.40720686638534
244	3	228.54128508781037	35.159184973366166
245	3	871.898280414651	55.45702449326391
246	3	1067.6515968200583	75.67690721914845
247	3	1023.8143579895558	85.02368598417127
248	3	291.9645399766728	45.2110339962843
249	3	1723.2961437839851	62.4233874779617
250	3	283.8724612385042	45.26843118481553
251	3	805.9826606566614	67.56321289964241
252	3	8307.777897877957	96.92417604641321
253	3	812.7062654583888	54.24178949278633
254	3	226.19903249666592	37.9967178382979
255	3	639.3392430492739	72.82856938011058
256	3	1764.9784390393331	69.85018370094171
257	3	1687.036531951296	82.92661211558703
258	3	363.8178443538563	53.87673079276036
259	3	1627.1436874508443	86.79926189263745
260	3	907.3050327413995	63.05787262756096
261	3	5026.448449448309	69.98004700001759
262	3	2934.097012773463	99.16371769912564
263	3	2132.783576369224	58.19012998717059
264	3	560.5010879358388	56.40414025298709
265	3	419.1992571339929	49.656427646739104
266	3	8014.368869226759	87.21930855776033
267	3	200.39503711153327	33.43492234336295
268	3	517.6037575354185	61.94290664321503
269	3	736.7804612542806	77.26045397538172
270	3	516.4458237901391	65.92064952381425
271	3	1417.123521274151	58.10914086168
272	3	9405.780024671418	60.02870901069228
273	3	216.5909759957382	36.53223437128773
274	3	360.86362107071915	51.37049362688975
275	3	183.0492215331228	30.210244435786304
276	3	419.06066541716507	55.44829261678292
277	3	312.5017287750095	49.85080668185382
278	3	429.91160786206734	59.0211139611283
279	3	257.5952123649427	41.56701833279238
280	3	1425.6466492813206	83.40218526351538
281	3	370.2640204348161	49.80819303508203
282	3	884.4619856063559	81.01658778147903
283	3	17367.96596484266	86.00971126559931
284	3	424.13046564603326	60.81624798941886
285	3	228.5430921646922	36.20806603639336
286	3	301.02367428954955	43.68391557725832
287	3	336.30949154788095	52.58297396415389
288	3	598.5758884925438	66.1901096864462
289	3	328.91616989980326	49.09934367520152
290	3	275.56521713881153	45.35501683026689
291	3	319.3896119650815	43.71788419442834
292	3	1401.6761927307643	76.69569311233931
293	3	202.98427209153823	33.94138726102411
294	3	1140.1405841617502	65.06411450875355
295	3	19698.469217431917	60.51230634980105
296	3	2050.0124422564772	59.035635959465026
297	3	555.9721623295096	57.285003010388195
298	3	683.6193521887602	75.03664492936677
299	3	25349.962315520064	75.47914540569856
300	3	1107.918394582608	86.09499020342597
301	3	6560.88395699144	60.07340055059023
302	3	278.178074234506	45.8952381809886
303	3	228.63871577606164	37.65403054460843
304	3	208.79990768067609	34.855668990312985
305	3	1851.2998000595492	91.00074980730015
306	3	939.1161028479562	83.17910125896371
307	3	673.2822331049255	74.91572545683866
308	3	664.3404138432802	71.03090846631757
309	3	1603.445226216815	68.708955201989
310	3	363.1793252007659	51.197740482432486
311	3	989.3099516647602	69.21689391158053
312	3	210.03888991069607	35.19513115994499
313	3	377.9959074161954	49.43765475486578
314	3	4991.314502894919	98.19937466818608
315	3	1239.6578311295377	88.7328530376116
316	3	711.2843454149032	68.2444582912899
317	3	1943.8053918059893	63.371167195337286
318	3	284.2401756742188	42.31738831311281
319	3	343.81842242423386	48.506627858619275
320	3	220.77033379214882	36.38836185547132
321	3	457.34348602073663	48.86291465559553
322	3	320.29327881535073	51.1053439343748
323	3	8100.045377740261	81.44212172276166
324	3	989.1172277496837	75.05573226625975
325	3	201.997222568833	33.1715700264782
326	3	433.08035594400104	60.44821351391935
327	3	434.0683634384809	50.51714437567315
328	3	804.1046101535494	78.86326887341465
329	3	332.8650456020553	51.39199792922005
330	3	387.76829292446723	57.809951308062516
331	3	320.13270618107106	49.0986602905055
