ID	st_vseh	delez_izbranih_tock	relativna_napaka_ploscine	relativna_napaka_obseg
0	50	8.0	32.92779356720817	13.92893545059486
1	50	8.0	93.09057957621938	63.781961270564246
2	50	8.0	84.6012194234276	51.876344417491374
3	50	8.0	67.9034051523288	36.27960336858752
4	50	8.0	69.57157048762271	37.64143314941732
5	50	8.0	58.03228341150375	21.58887675562292
6	50	8.0	42.27756783554555	18.013443216607207
7	50	8.0	78.99436110828341	49.8166825931739
8	50	8.0	78.75131400544748	50.03560112960543
9	50	8.0	85.32056499378913	55.85889189694684
10	50	28.000000000000004	24.556806771851534	12.525523911492146
11	50	32.0	22.524014094836843	11.75201022389686
12	50	32.0	9.665449232000393	3.4830352794522597
13	50	32.0	24.91660583304625	9.538707978649262
14	50	30.0	19.311405955491377	6.861041643396653
15	50	30.0	22.704365508943223	12.727483532950867
16	50	30.0	12.050630877653537	6.334853217811618
17	50	32.0	8.954037924248443	2.047990447854545
18	50	28.000000000000004	34.937441276477536	19.47293939935234
19	50	32.0	16.87031182713773	10.048046481792024
20	50	8.0	70.25410539732073	47.77384035568073
21	50	8.0	45.21114328380612	24.551319879527234
22	50	8.0	73.4143548292867	33.69991570201546
23	50	8.0	77.44075759456153	38.50499180606708
24	50	8.0	85.69091294499827	49.935436548499666
25	50	8.0	65.34754172000406	24.494858550986194
26	50	8.0	58.19741415853043	31.686662134020004
27	50	8.0	57.071370295171455	33.37439687000009
28	50	8.0	70.06974606344991	49.28673709655343
29	50	8.0	68.44914354041693	30.765655722766905
30	50	30.0	16.962523866030388	9.174686594397588
31	50	30.0	11.956331984000354	4.464203070389878
32	50	32.0	11.508479635248383	2.7124018313326173
33	50	30.0	9.556465204672273	6.071720919756349
34	50	30.0	15.133947070183012	3.328962605189211
35	50	28.000000000000004	8.771514048231758	5.351139670717569
36	50	30.0	3.7733274095892826	1.1695360213248251
37	50	32.0	17.560441209349367	2.6575863511185296
38	50	32.0	19.19339693340313	9.872121965062234
39	50	30.0	22.000242308904397	12.617983678912337
40	50	8.0	73.62360629231337	40.65586060781747
41	50	8.0	76.37583129188369	38.53741699039389
42	50	8.0	49.14530709851043	19.490561833152125
43	50	8.0	72.23237253594492	45.37902181036662
44	50	8.0	45.28332033648648	20.62979081092679
45	50	8.0	75.17831592820372	43.911047756961736
46	50	8.0	74.20629613070957	48.322808904685196
47	50	8.0	80.25876137799874	49.46556323644326
48	50	8.0	81.28028176520799	53.00575272257437
49	50	8.0	67.48110870269106	38.29282118426759
50	50	32.0	14.351421158510961	4.618667897979564
51	50	30.0	8.001209786954236	2.0537151593954186
52	50	30.0	22.49213079981656	6.092366392416497
53	50	32.0	23.834671080636287	10.545547128857297
54	50	30.0	13.993054137995156	2.4774916179453426
55	50	30.0	16.243101781414857	9.457335303122564
56	50	32.0	21.739939974365775	7.363060856112115
57	50	28.000000000000004	22.826754112086657	9.03406917262047
58	50	30.0	22.152409692631743	9.96593470700594
59	50	32.0	18.93238124477388	8.619246451134895
60	50	8.0	54.41363735718375	19.12369943613875
61	50	8.0	75.7997527646006	40.79358688552808
62	50	8.0	69.12843031117536	36.94329947822823
63	50	8.0	77.65865125727896	37.30949385550117
64	50	8.0	75.01904912978488	39.404938524787944
65	50	8.0	81.59393503365426	39.97448793170699
66	50	8.0	50.844297306485885	19.628020872084452
67	50	8.0	60.51983519564692	29.38240779244999
68	50	8.0	62.238700830618	32.02046400596535
69	50	8.0	62.13847195104578	32.54986791944329
70	50	32.0	19.321279932445833	9.65951438981929
71	50	30.0	18.10338187789679	6.434693896099134
72	50	30.0	23.864869063708973	13.07020030531502
73	50	30.0	13.602261028271311	4.745987616566652
74	50	30.0	16.953980752047	5.471364129444538
75	50	28.000000000000004	23.131978562697093	11.60104621589575
76	50	32.0	11.343476623315699	2.5228561115674513
77	50	28.000000000000004	29.158334837884215	17.428620507464572
78	50	30.0	18.737804148752534	10.458108424271249
79	50	30.0	23.851330289623647	10.459989643137698
80	60	6.666666666666667	53.81389313316719	23.87782861125699
81	60	6.666666666666667	83.58963485583661	50.1341703195601
82	60	6.666666666666667	80.3453457551911	47.08421733002194
83	60	6.666666666666667	57.0285568521516	24.772474517526273
84	60	6.666666666666667	54.01262124013174	22.900832333632085
85	60	6.666666666666667	82.47153558799192	48.331962090851526
86	60	6.666666666666667	81.61392899326069	51.28442336769052
87	60	6.666666666666667	85.10644765537236	52.63680538802294
88	60	6.666666666666667	57.61715788659294	24.893963131605584
89	60	6.666666666666667	48.49998889853382	21.00751366424423
90	60	26.666666666666668	12.34714507877606	6.550970801694827
91	60	26.666666666666668	15.163358976303384	7.158634499581631
92	60	26.666666666666668	11.908613351730617	4.128529068044803
93	60	26.666666666666668	4.188540353210619	1.4729974930139909
94	60	25.0	13.826047746942985	5.197133812043744
95	60	25.0	20.831043958378707	8.636504531592083
96	60	26.666666666666668	12.586769559629179	4.829030454567504
97	60	26.666666666666668	13.033385560763472	2.529024237059126
98	60	25.0	12.071114746211569	3.884338597613276
99	60	26.666666666666668	23.12201560089966	12.862390333269664
100	60	6.666666666666667	73.75554859089245	44.98210928704724
101	60	6.666666666666667	62.58157063014481	30.056662581664185
102	60	6.666666666666667	78.29826400085483	57.484686252757555
103	60	6.666666666666667	90.36796871890623	62.69118787688532
104	60	6.666666666666667	80.77692256858022	52.64604557458424
105	60	6.666666666666667	80.01485200887174	39.50509596076024
106	60	6.666666666666667	71.08199526522414	37.13352606078726
107	60	6.666666666666667	81.88993948680753	60.84006044188255
108	60	6.666666666666667	63.57772606769592	35.44631097854305
109	60	6.666666666666667	71.60147376165794	43.5603898442552
110	60	26.666666666666668	25.089286034288904	10.079825895775832
111	60	26.666666666666668	33.078648686299985	17.63116477108516
112	60	26.666666666666668	26.398852434484855	7.722449251766091
113	60	26.666666666666668	13.75305535430117	8.01096521877948
114	60	26.666666666666668	12.238401971952248	7.311809408731105
115	60	26.666666666666668	29.693894493444933	13.457596192693686
116	60	25.0	12.943405117837816	3.97415890649699
117	60	26.666666666666668	12.74821545605447	6.131831889829472
