ID	st_vseh	relativna_napaka_ploscine_krog	relativna_napaka_obseg_krog	k
0	502	47.582338830344014	11.235919398160908	501
1	502	57.017593527761456	13.192140174614803	501
2	502	55.49950884723002	13.789764446311992	501
3	502	53.84073140132438	13.98852309952967	501
4	502	57.48567726908572	14.487753043250343	501
5	502	50.399572303665416	13.055992058544016	501
6	502	56.527031931603176	15.049541319094587	501
7	502	49.89865802263507	12.799907034716206	501
8	502	57.99742778988225	15.670032839631743	501
9	502	51.9560869233355	13.547653974411306	501
10	502	50.729891117965465	11.615591647455897	501
11	502	63.20263729039929	16.939255203061656	501
12	502	57.96647554694554	13.526065692839145	501
13	502	62.283811039012804	15.746932324917164	501
14	502	53.68984277433886	12.946826849160898	501
15	502	56.02506432034442	13.194655275227477	501
16	502	56.45410482215101	14.851630791500824	501
17	502	51.3384951125986	13.107724254672682	501
18	502	57.93277227543192	14.07045048180209	501
19	502	61.78802401362602	15.266622674384625	501
20	502	55.809046655726604	12.58770603886403	501
21	502	53.45327610913433	14.836273395652624	501
22	502	56.84978817611539	14.015988170065535	501
23	502	56.29036235379824	13.432456653014322	501
24	502	56.19904041891319	12.921621477657727	501
25	502	49.36163529782493	12.185289943291577	501
26	502	58.78746500504186	14.295911146940593	501
27	502	60.83585150082149	14.928336937186174	501
28	502	50.46523838513662	11.556138109392819	501
29	502	56.70574967540849	13.360718003123925	501
30	502	59.215884807690365	15.783589983292012	501
31	502	64.90363310072145	18.290640395556395	501
32	502	53.720748456522486	12.966725374814223	501
33	502	48.56295716764646	12.9425887849135	501
34	502	51.08895705845582	12.169250078846849	501
35	502	43.605546510418975	10.152624306621547	501
36	502	51.90359745556977	11.850162801697051	501
37	502	52.09252098101798	13.995327454574163	501
38	502	51.37107717408402	12.83878747048123	501
39	502	51.08722484766447	12.217628067753799	501
40	502	54.312016156945475	12.847334075921355	501
41	502	55.696200272223265	13.71892948409547	501
42	502	47.41254833228809	11.795031067303126	501
43	502	57.49610519984623	15.069180605836669	501
44	502	57.23099279081513	15.24847159990746	501
45	502	64.18601502597679	15.360892122304277	501
46	502	62.98451037818291	16.374917518374925	501
47	502	56.717543892560975	14.357155362325495	501
48	502	56.38753701916036	16.6905451372891	501
49	502	50.13219299351883	12.290435744135406	501
50	502	61.65944771263031	16.325696506197893	501
51	502	48.961534096832544	12.284832196939591	501
52	502	48.285933202773315	13.015022091266982	501
53	502	57.11060685767884	15.238787055498682	501
54	502	60.26174930525651	14.698093111599741	501
55	502	44.57105046631678	10.931882336914462	501
56	502	47.35237330973903	12.71713376803131	501
57	502	55.32853374674803	13.84573895133233	501
58	502	47.387565839016666	11.725799708205416	501
59	502	45.31572560138811	11.38692090786105	501
60	502	53.13723726783327	12.882450878100057	501
61	502	53.21734927220132	14.106844339020814	501
62	502	61.2547551515157	14.462216622908041	501
63	502	65.07265407616181	16.055306576151583	501
64	502	54.04093956649301	14.661150221712575	501
65	502	52.66348856509083	13.079600068049011	501
66	502	49.621500106041886	11.568015770599489	501
67	502	53.96724184156354	12.746642779772069	501
68	502	62.415342402244676	14.970931508611008	501
69	502	49.811414229171405	12.386445172239178	501
70	502	56.56028044809741	13.463034704195826	501
71	502	46.69589899616308	13.394990796734502	501
72	502	54.416355650372495	14.416628949805588	501
73	502	51.68687733362465	12.95796907553809	501
74	502	49.57101088407347	12.22715770384828	501
75	502	52.153964076411064	13.245827717752167	501
76	502	56.67645744804513	14.400121952396693	501
77	502	52.96987684907523	12.53115822139831	501
78	502	54.50707976432116	14.078921155667048	501
79	502	51.85397017363371	12.632367326840651	501
80	502	50.40502673888293	12.470047816973238	501
81	502	54.11071941668526	12.61595424736818	501
82	502	52.56699458242644	12.851269471668985	501
83	502	42.58765964646059	12.065903851969301	501
84	502	48.050404017860856	12.01361562950448	501
85	502	54.21020684727487	12.814051697553996	501
86	502	53.91720918389604	14.442841786387559	501
87	502	54.8664868557225	14.513591052792622	501
88	502	51.3105153056447	11.503221906425132	501
89	502	56.26387553363884	15.046077671453867	501
90	502	51.58848176421014	12.307951666485934	501
91	502	58.11208399118488	14.430515537663293	501
92	502	54.376603189678754	13.628342339172782	501
93	502	60.06717153662267	15.213677872418844	501
94	502	55.199693237436485	12.463412703097008	501
95	502	49.503284448327506	13.25410653991882	501
96	502	49.464006555745854	12.948361657422872	501
97	502	57.66156588517409	14.10363882037158	501
98	502	49.30256641505987	13.386287497784124	501
99	502	59.446308391503436	15.515350615046602	501
100	552	50.19981482787061	12.138305035612454	501
101	552	58.71120710190454	14.851679993590505	501
102	552	66.49557629715953	16.568583899177323	501
103	552	58.15141013698866	15.468450251480443	501
104	552	56.10277938163966	14.424605199442489	501
105	552	47.899535677708506	12.69643500009821	501
106	552	52.49240257701252	12.894965367066904	501
107	552	50.544562193691156	12.75799822025505	501
108	552	63.12098647564167	15.733277180682546	501
109	552	54.924324162569896	12.279470017761325	501
110	552	55.28633947487415	14.773899816523302	501
111	552	60.51280979706504	13.27784759339225	501
112	552	45.30951536930374	12.552555154904837	501
113	552	46.698138048461566	11.651068437887607	501
114	552	56.08552287120712	14.256890131913883	501
115	552	51.846762900040176	11.198026529197923	501
116	552	53.37702296435117	14.197246793353086	501
117	552	56.88801294291256	13.396226868802103	501
118	552	51.84352762647377	11.955070945393196	501
119	552	60.60789820095518	14.556969752089655	501
120	552	53.1369354200389	13.823078873525219	501
121	552	58.57533291280844	14.03306329432485	501
122	552	49.51929629607245	11.563013251396415	501
123	552	53.87573585756436	13.316338785073073	501
124	552	64.41030055274433	17.57492781191342	501
125	552	58.43440997891407	14.790569306087692	501
126	552	54.50492904095605	12.557208114745988	501
127	552	55.6050905320171	14.159589416046167	501
128	552	57.203919978426754	14.984908263930457	501
129	552	53.780752121613574	12.88961370467173	501
130	552	53.97859252161202	13.759408817144292	501
131	552	49.61991690835561	12.17017940129594	501
132	552	52.59955923736904	12.601741584126206	501
133	552	49.537651970888795	12.509859894911864	501
134	552	62.12131596830016	15.61480995589697	501
135	552	52.32211862092555	12.85018944855549	501
136	552	52.100579207127474	14.06867306248798	501
137	552	53.98821272049478	12.568359910737284	501
138	552	53.83329570181128	13.076926179349858	501
